RX Date/Time,Voltage(field 1)
2023/07/18/ 10:27:03::221,256052,2.58
2023/07/18/ 10:27:03::264,256077,2.59
2023/07/18/ 10:27:03::285,256103,2.59
2023/07/18/ 10:27:03::306,256129,2.60
2023/07/18/ 10:27:03::328,256155,2.58
2023/07/18/ 10:27:03::362,256181,2.58
2023/07/18/ 10:27:03::386,256206,2.58
2023/07/18/ 10:27:03::409,256232,2.59
2023/07/18/ 10:27:03::431,256258,2.58
2023/07/18/ 10:27:03::453,256283,2.59
2023/07/18/ 10:27:03::486,256309,2.58
2023/07/18/ 10:27:03::511,256334,2.64
2023/07/18/ 10:27:03::534,256361,2.59
2023/07/18/ 10:27:03::556,256387,2.61
2023/07/18/ 10:27:03::580,256412,2.59
2023/07/18/ 10:27:03::626,256438,2.59
2023/07/18/ 10:27:03::654,256463,2.58
2023/07/18/ 10:27:03::677,256489,2.59
2023/07/18/ 10:27:03::698,256515,2.58
2023/07/18/ 10:27:03::719,256540,2.59
2023/07/18/ 10:27:03::769,256567,2.60
2023/07/18/ 10:27:03::769,256592,2.65
2023/07/18/ 10:27:03::791,256618,2.59
2023/07/18/ 10:27:03::813,256644,2.61
2023/07/18/ 10:27:03::848,256669,2.59
2023/07/18/ 10:27:03::877,256695,2.61
2023/07/18/ 10:27:03::899,256720,2.59
2023/07/18/ 10:27:03::920,256746,2.59
2023/07/18/ 10:27:03::941,256773,2.64
2023/07/18/ 10:27:03::964,256798,2.59
2023/07/18/ 10:27:03::999,256824,2.62
2023/07/18/ 10:27:04::023,256849,2.59
2023/07/18/ 10:27:04::060,256875,2.59
2023/07/18/ 10:27:04::093,256901,2.59
2023/07/18/ 10:27:04::118,256926,2.59
2023/07/18/ 10:27:04::143,256953,2.63
2023/07/18/ 10:27:04::184,256978,2.59
2023/07/18/ 10:27:04::184,257004,2.59
2023/07/18/ 10:27:04::217,257030,2.59
2023/07/18/ 10:27:04::246,257055,2.58
2023/07/18/ 10:27:04::270,257081,2.64
2023/07/18/ 10:27:04::297,257106,2.58
2023/07/18/ 10:27:04::322,257132,2.63
2023/07/18/ 10:27:04::346,257159,2.59
2023/07/18/ 10:27:04::368,257184,2.59
2023/07/18/ 10:27:04::390,257210,2.58
2023/07/18/ 10:27:04::411,257235,2.58
2023/07/18/ 10:27:04::432,257261,2.59
2023/07/18/ 10:27:04::474,257287,2.59
2023/07/18/ 10:27:04::495,257312,2.59
2023/07/18/ 10:27:04::516,257338,2.59
2023/07/18/ 10:27:04::538,257364,2.59
2023/07/18/ 10:27:04::559,257390,2.66
2023/07/18/ 10:27:04::594,257416,2.59
2023/07/18/ 10:27:04::622,257441,2.59
2023/07/18/ 10:27:04::644,257467,2.59
2023/07/18/ 10:27:04::668,257492,2.59
2023/07/18/ 10:27:04::696,257518,2.59
2023/07/18/ 10:27:04::717,257544,2.59
2023/07/18/ 10:27:04::758,257570,2.59
2023/07/18/ 10:27:04::780,257596,2.59
2023/07/18/ 10:27:04::803,257622,2.61
2023/07/18/ 10:27:04::824,257647,2.60
2023/07/18/ 10:27:04::846,257673,2.59
2023/07/18/ 10:27:04::867,257698,2.65
2023/07/18/ 10:27:04::903,257724,2.59
2023/07/18/ 10:27:04::929,257750,2.59
2023/07/18/ 10:27:04::951,257776,2.60
2023/07/18/ 10:27:04::972,257802,2.59
2023/07/18/ 10:27:04::993,257827,2.60
2023/07/18/ 10:27:05::034,257853,2.59
2023/07/18/ 10:27:05::059,257879,2.59
2023/07/18/ 10:27:05::082,257904,2.59
2023/07/18/ 10:27:05::106,257930,2.59
2023/07/18/ 10:27:05::127,257955,2.61
2023/07/18/ 10:27:05::148,257982,2.59
2023/07/18/ 10:27:05::185,258008,2.59
2023/07/18/ 10:27:05::215,258033,2.59
2023/07/18/ 10:27:05::238,258059,2.60
2023/07/18/ 10:27:05::259,258084,2.60
2023/07/18/ 10:27:05::281,258110,2.60
2023/07/18/ 10:27:05::324,258136,2.62
2023/07/18/ 10:27:05::345,258161,2.60
2023/07/18/ 10:27:05::365,258188,2.66
2023/07/18/ 10:27:05::386,258213,2.60
2023/07/18/ 10:27:05::407,258239,2.60
2023/07/18/ 10:27:05::443,258265,2.60
2023/07/18/ 10:27:05::465,258290,2.59
2023/07/18/ 10:27:05::488,258316,2.60
2023/07/18/ 10:27:05::510,258341,2.60
2023/07/18/ 10:27:05::545,258367,2.63
2023/07/18/ 10:27:05::570,258394,2.60
2023/07/18/ 10:27:05::593,258419,2.63
2023/07/18/ 10:27:05::614,258445,2.60
2023/07/18/ 10:27:05::635,258470,2.59
2023/07/18/ 10:27:05::671,258496,2.60
2023/07/18/ 10:27:05::703,258522,2.60
2023/07/18/ 10:27:05::726,258547,2.61
2023/07/18/ 10:27:05::748,258574,2.60
2023/07/18/ 10:27:05::771,258599,2.66
2023/07/18/ 10:27:05::794,258625,2.60
2023/07/18/ 10:27:05::816,258651,2.62
2023/07/18/ 10:27:05::854,258676,2.60
2023/07/18/ 10:27:05::882,258702,2.60
2023/07/18/ 10:27:05::907,258727,2.60
2023/07/18/ 10:27:05::928,258753,2.60
2023/07/18/ 10:27:05::949,258780,2.59
2023/07/18/ 10:27:05::971,258805,2.60
2023/07/18/ 10:27:06::005,258831,2.63
2023/07/18/ 10:27:06::031,258856,2.60
2023/07/18/ 10:27:06::056,258882,2.59
2023/07/18/ 10:27:06::079,258908,2.65
2023/07/18/ 10:27:06::101,258933,2.60
2023/07/18/ 10:27:06::146,258959,2.64
2023/07/18/ 10:27:06::168,258985,2.60
2023/07/18/ 10:27:06::189,259011,2.60
2023/07/18/ 10:27:06::211,259037,2.59
2023/07/18/ 10:27:06::231,259062,2.59
2023/07/18/ 10:27:06::267,259088,2.59
2023/07/18/ 10:27:06::292,259113,2.61
2023/07/18/ 10:27:06::314,259139,2.60
2023/07/18/ 10:27:06::337,259165,2.60
2023/07/18/ 10:27:06::359,259191,2.61
2023/07/18/ 10:27:06::381,259217,2.60
2023/07/18/ 10:27:06::416,259243,2.60
2023/07/18/ 10:27:06::439,259268,2.63
2023/07/18/ 10:27:06::462,259294,2.60
2023/07/18/ 10:27:06::508,259319,2.61
2023/07/18/ 10:27:06::531,259345,2.60
2023/07/18/ 10:27:06::554,259371,2.61
2023/07/18/ 10:27:06::577,259397,2.60
2023/07/18/ 10:27:06::599,259423,2.61
2023/07/18/ 10:27:06::622,259448,2.60
2023/07/18/ 10:27:06::643,259474,2.61
2023/07/18/ 10:27:06::665,259500,2.59
2023/07/18/ 10:27:06::701,259525,2.61
2023/07/18/ 10:27:06::726,259551,2.60
2023/07/18/ 10:27:06::749,259576,2.64
2023/07/18/ 10:27:06::774,259603,2.60
2023/07/18/ 10:27:06::797,259629,2.60
2023/07/18/ 10:27:06::821,259654,2.61
2023/07/18/ 10:27:06::844,259680,2.61
2023/07/18/ 10:27:06::881,259705,2.61
2023/07/18/ 10:27:06::905,259731,2.60
2023/07/18/ 10:27:06::929,259757,2.68
2023/07/18/ 10:27:06::951,259783,2.61
2023/07/18/ 10:27:06::995,259809,2.64
2023/07/18/ 10:27:07::016,259834,2.60
2023/07/18/ 10:27:07::038,259860,2.60
2023/07/18/ 10:27:07::061,259886,2.61
2023/07/18/ 10:27:07::084,259911,2.60
2023/07/18/ 10:27:07::106,259937,2.62
2023/07/18/ 10:27:07::129,259962,2.60
2023/07/18/ 10:27:07::174,259989,2.66
2023/07/18/ 10:27:07::194,260015,2.61
2023/07/18/ 10:27:07::216,260040,2.60
2023/07/18/ 10:27:07::238,260066,2.60
2023/07/18/ 10:27:07::259,260091,2.61
2023/07/18/ 10:27:07::295,260117,2.60
2023/07/18/ 10:27:07::319,260143,2.61
2023/07/18/ 10:27:07::343,260168,2.60
2023/07/18/ 10:27:07::365,260195,2.61
2023/07/18/ 10:27:07::387,260220,2.62
2023/07/18/ 10:27:07::410,260246,2.61
2023/07/18/ 10:27:07::445,260272,2.60
2023/07/18/ 10:27:07::469,260297,2.68
2023/07/18/ 10:27:07::492,260323,2.60
2023/07/18/ 10:27:07::536,260348,2.64
2023/07/18/ 10:27:07::557,260374,2.61
2023/07/18/ 10:27:07::578,260401,2.62
2023/07/18/ 10:27:07::600,260426,2.60
2023/07/18/ 10:27:07::621,260452,2.60
2023/07/18/ 10:27:07::643,260477,2.61
2023/07/18/ 10:27:07::678,260503,2.61
2023/07/18/ 10:27:07::705,260529,2.61
2023/07/18/ 10:27:07::729,260554,2.61
2023/07/18/ 10:27:07::751,260581,2.64
2023/07/18/ 10:27:07::775,260606,2.60
2023/07/18/ 10:27:07::798,260632,2.61
2023/07/18/ 10:27:07::834,260658,2.61
2023/07/18/ 10:27:07::859,260683,2.61
2023/07/18/ 10:27:07::882,260709,2.65
2023/07/18/ 10:27:07::904,260734,2.61
2023/07/18/ 10:27:07::925,260760,2.63
2023/07/18/ 10:27:07::962,260787,2.61
2023/07/18/ 10:27:07::987,260812,2.60
2023/07/18/ 10:27:08::009,260838,2.61
2023/07/18/ 10:27:08::031,260864,2.61
2023/07/18/ 10:27:08::082,260889,2.64
2023/07/18/ 10:27:08::083,260915,2.60
2023/07/18/ 10:27:08::106,260940,2.63
2023/07/18/ 10:27:08::139,260966,2.61
2023/07/18/ 10:27:08::165,260993,2.62
2023/07/18/ 10:27:08::190,261018,2.61
2023/07/18/ 10:27:08::212,261044,2.60
2023/07/18/ 10:27:08::235,261069,2.61
2023/07/18/ 10:27:08::279,261095,2.60
2023/07/18/ 10:27:08::300,261121,2.61
2023/07/18/ 10:27:08::322,261146,2.61
2023/07/18/ 10:27:08::343,261172,2.61
2023/07/18/ 10:27:08::364,261198,2.60
2023/07/18/ 10:27:08::400,261224,2.61
2023/07/18/ 10:27:08::429,261250,2.61
2023/07/18/ 10:27:08::451,261275,2.61
2023/07/18/ 10:27:08::474,261301,2.63
2023/07/18/ 10:27:08::495,261326,2.61
2023/07/18/ 10:27:08::518,261352,2.60
2023/07/18/ 10:27:08::562,261379,2.61
2023/07/18/ 10:27:08::589,261404,2.62
2023/07/18/ 10:27:08::613,261430,2.61
2023/07/18/ 10:27:08::635,261455,2.61
2023/07/18/ 10:27:08::656,261481,2.61
2023/07/18/ 10:27:08::678,261507,2.61
2023/07/18/ 10:27:08::700,261532,2.60
2023/07/18/ 10:27:08::743,261558,2.62
2023/07/18/ 10:27:08::765,261584,2.61
2023/07/18/ 10:27:08::789,261610,2.67
2023/07/18/ 10:27:08::812,261636,2.61
2023/07/18/ 10:27:08::835,261661,2.61
2023/07/18/ 10:27:08::856,261687,2.61
2023/07/18/ 10:27:08::877,261712,2.61
2023/07/18/ 10:27:08::900,261738,2.62
2023/07/18/ 10:27:08::936,261764,2.61
2023/07/18/ 10:27:08::962,261790,2.61
2023/07/18/ 10:27:08::985,261816,2.61
2023/07/18/ 10:27:09::007,261841,2.61
2023/07/18/ 10:27:09::044,261867,2.61
2023/07/18/ 10:27:09::069,261893,2.61
2023/07/18/ 10:27:09::093,261918,2.61
2023/07/18/ 10:27:09::117,261944,2.61
2023/07/18/ 10:27:09::140,261970,2.61
2023/07/18/ 10:27:09::162,261996,2.61
2023/07/18/ 10:27:09::206,262022,2.63
2023/07/18/ 10:27:09::228,262047,2.61
2023/07/18/ 10:27:09::249,262073,2.61
2023/07/18/ 10:27:09::272,262098,2.61
2023/07/18/ 10:27:09::293,262124,2.61
2023/07/18/ 10:27:09::314,262150,2.61
2023/07/18/ 10:27:09::350,262176,2.62
2023/07/18/ 10:27:09::374,262202,2.61
2023/07/18/ 10:27:09::397,262227,2.61
2023/07/18/ 10:27:09::420,262253,2.67
2023/07/18/ 10:27:09::442,262279,2.61
2023/07/18/ 10:27:09::477,262304,2.61
2023/07/18/ 10:27:09::502,262330,2.61
2023/07/18/ 10:27:09::525,262355,2.64
2023/07/18/ 10:27:09::547,262382,2.62
2023/07/18/ 10:27:09::592,262408,2.62
2023/07/18/ 10:27:09::613,262433,2.61
2023/07/18/ 10:27:09::634,262459,2.61
2023/07/18/ 10:27:09::656,262484,2.65
2023/07/18/ 10:27:09::679,262510,2.61
2023/07/18/ 10:27:09::706,262536,2.64
2023/07/18/ 10:27:09::728,262561,2.61
2023/07/18/ 10:27:09::774,262588,2.61
2023/07/18/ 10:27:09::797,262614,2.63
2023/07/18/ 10:27:09::821,262639,2.62
2023/07/18/ 10:27:09::844,262665,2.61
2023/07/18/ 10:27:09::866,262690,2.61
2023/07/18/ 10:27:09::888,262716,2.61
2023/07/18/ 10:27:09::909,262742,2.61
2023/07/18/ 10:27:09::953,262768,2.61
2023/07/18/ 10:27:09::975,262794,2.61
2023/07/18/ 10:27:09::997,262819,2.62
2023/07/18/ 10:27:10::019,262845,2.65
2023/07/18/ 10:27:10::042,262871,2.61
2023/07/18/ 10:27:10::066,262896,2.65
2023/07/18/ 10:27:10::089,262922,2.61
2023/07/18/ 10:27:10::111,262947,2.63
2023/07/18/ 10:27:10::155,262974,2.61
2023/07/18/ 10:27:10::177,263000,2.61
2023/07/18/ 10:27:10::199,263025,2.68
2023/07/18/ 10:27:10::221,263051,2.61
2023/07/18/ 10:27:10::244,263076,2.61
2023/07/18/ 10:27:10::265,263102,2.62
2023/07/18/ 10:27:10::303,263128,2.61
2023/07/18/ 10:27:10::331,263153,2.61
2023/07/18/ 10:27:10::367,263180,2.61
2023/07/18/ 10:27:10::367,263205,2.64
2023/07/18/ 10:27:10::403,263231,2.61
2023/07/18/ 10:27:10::430,263257,2.61
2023/07/18/ 10:27:10::453,263282,2.62
2023/07/18/ 10:27:10::476,263308,2.66
2023/07/18/ 10:27:10::498,263333,2.61
2023/07/18/ 10:27:10::533,263360,2.64
2023/07/18/ 10:27:10::558,263386,2.61
2023/07/18/ 10:27:10::580,263411,2.61
2023/07/18/ 10:27:10::602,263437,2.61
2023/07/18/ 10:27:10::638,263462,2.62
2023/07/18/ 10:27:10::662,263488,2.61
2023/07/18/ 10:27:10::685,263514,2.61
2023/07/18/ 10:27:10::708,263539,2.61
2023/07/18/ 10:27:10::730,263566,2.62
2023/07/18/ 10:27:10::751,263591,2.61
2023/07/18/ 10:27:10::789,263617,2.62
2023/07/18/ 10:27:10::814,263643,2.62
2023/07/18/ 10:27:10::837,263668,2.61
2023/07/18/ 10:27:10::860,263694,2.62
2023/07/18/ 10:27:10::882,263719,2.61
2023/07/18/ 10:27:10::919,263745,2.65
2023/07/18/ 10:27:10::945,263772,2.61
2023/07/18/ 10:27:10::968,263797,2.63
2023/07/18/ 10:27:10::989,263823,2.63
2023/07/18/ 10:27:11::011,263848,2.61
2023/07/18/ 10:27:11::047,263874,2.61
2023/07/18/ 10:27:11::075,263900,2.62
2023/07/18/ 10:27:11::099,263925,2.62
2023/07/18/ 10:27:11::121,263952,2.61
2023/07/18/ 10:27:11::144,263977,2.61
2023/07/18/ 10:27:11::167,264003,2.63
2023/07/18/ 10:27:11::191,264029,2.62
2023/07/18/ 10:27:11::226,264054,2.62
2023/07/18/ 10:27:11::251,264080,2.61
2023/07/18/ 10:27:11::274,264105,2.61
2023/07/18/ 10:27:11::298,264131,2.61
2023/07/18/ 10:27:11::320,264158,2.62
2023/07/18/ 10:27:11::363,264183,2.65
2023/07/18/ 10:27:11::385,264209,2.62
2023/07/18/ 10:27:11::407,264235,2.61
2023/07/18/ 10:27:11::429,264260,2.67
2023/07/18/ 10:27:11::451,264286,2.61
2023/07/18/ 10:27:11::473,264311,2.68
2023/07/18/ 10:27:11::508,264337,2.62
2023/07/18/ 10:27:11::534,264364,2.61
2023/07/18/ 10:27:11::558,264389,2.62
2023/07/18/ 10:27:11::580,264415,2.62
2023/07/18/ 10:27:11::623,264440,2.62
2023/07/18/ 10:27:11::645,264466,2.62
2023/07/18/ 10:27:11::667,264492,2.62
2023/07/18/ 10:27:11::689,264517,2.62
2023/07/18/ 10:27:11::710,264544,2.61
2023/07/18/ 10:27:11::732,264569,2.61
2023/07/18/ 10:27:11::769,264595,2.62
2023/07/18/ 10:27:11::796,264621,2.62
2023/07/18/ 10:27:11::820,264646,2.62
2023/07/18/ 10:27:11::843,264672,2.61
2023/07/18/ 10:27:11::866,264697,2.61
2023/07/18/ 10:27:11::888,264723,2.62
2023/07/18/ 10:27:11::924,264750,2.61
2023/07/18/ 10:27:11::949,264775,2.63
2023/07/18/ 10:27:11::972,264801,2.62
2023/07/18/ 10:27:11::994,264826,2.61
2023/07/18/ 10:27:12::016,264852,2.69
2023/07/18/ 10:27:12::040,264878,2.62
2023/07/18/ 10:27:12::087,264903,2.65
2023/07/18/ 10:27:12::110,264929,2.62
2023/07/18/ 10:27:12::132,264955,2.62
2023/07/18/ 10:27:12::156,264981,2.62
2023/07/18/ 10:27:12::179,265007,2.63
2023/07/18/ 10:27:12::202,265032,2.61
2023/07/18/ 10:27:12::223,265058,2.62
2023/07/18/ 10:27:12::245,265083,2.62
2023/07/18/ 10:27:12::292,265109,2.62
2023/07/18/ 10:27:12::314,265136,2.61
2023/07/18/ 10:27:12::336,265161,2.62
2023/07/18/ 10:27:12::358,265187,2.62
2023/07/18/ 10:27:12::380,265212,2.62
2023/07/18/ 10:27:12::403,265238,2.62
2023/07/18/ 10:27:12::425,265264,2.62
2023/07/18/ 10:27:12::460,265289,2.61
2023/07/18/ 10:27:12::485,265315,2.62
2023/07/18/ 10:27:12::509,265341,2.61
2023/07/18/ 10:27:12::532,265367,2.66
2023/07/18/ 10:27:12::555,265393,2.62
2023/07/18/ 10:27:12::590,265418,2.63
2023/07/18/ 10:27:12::614,265444,2.62
2023/07/18/ 10:27:12::637,265469,2.62
2023/07/18/ 10:27:12::661,265495,2.63
2023/07/18/ 10:27:12::684,265521,2.62
2023/07/18/ 10:27:12::706,265547,2.67
2023/07/18/ 10:27:12::741,265573,2.62
2023/07/18/ 10:27:12::767,265598,2.62
2023/07/18/ 10:27:12::792,265624,2.62
2023/07/18/ 10:27:12::815,265650,2.63
2023/07/18/ 10:27:12::838,265675,2.62
2023/07/18/ 10:27:12::874,265701,2.62
2023/07/18/ 10:27:12::899,265728,2.62
2023/07/18/ 10:27:12::923,265753,2.61
2023/07/18/ 10:27:12::946,265779,2.61
2023/07/18/ 10:27:12::968,265804,2.61
2023/07/18/ 10:27:12::990,265830,2.62
2023/07/18/ 10:27:13::026,265856,2.62
2023/07/18/ 10:27:13::051,265881,2.62
2023/07/18/ 10:27:13::075,265907,2.61
2023/07/18/ 10:27:13::099,265933,2.61
2023/07/18/ 10:27:13::122,265959,2.65
2023/07/18/ 10:27:13::144,265985,2.63
2023/07/18/ 10:27:13::181,266010,2.63
2023/07/18/ 10:27:13::206,266036,2.62
2023/07/18/ 10:27:13::229,266061,2.61
2023/07/18/ 10:27:13::252,266087,2.62
2023/07/18/ 10:27:13::275,266114,2.62
2023/07/18/ 10:27:13::319,266139,2.63
2023/07/18/ 10:27:13::341,266165,2.62
2023/07/18/ 10:27:13::363,266190,2.61
2023/07/18/ 10:27:13::385,266216,2.62
2023/07/18/ 10:27:13::407,266242,2.61
2023/07/18/ 10:27:13::429,266267,2.62
2023/07/18/ 10:27:13::452,266293,2.63
2023/07/18/ 10:27:13::487,266319,2.63
2023/07/18/ 10:27:13::513,266345,2.64
2023/07/18/ 10:27:13::538,266371,2.61
2023/07/18/ 10:27:13::561,266396,2.62
2023/07/18/ 10:27:13::583,266422,2.62
2023/07/18/ 10:27:13::618,266447,2.63
2023/07/18/ 10:27:13::644,266473,2.62
2023/07/18/ 10:27:13::668,266499,2.62
2023/07/18/ 10:27:13::692,266525,2.62
2023/07/18/ 10:27:13::716,266551,2.66
2023/07/18/ 10:27:13::739,266576,2.63
2023/07/18/ 10:27:13::787,266602,2.63
2023/07/18/ 10:27:13::787,266628,2.67
2023/07/18/ 10:27:13::811,266653,2.61
2023/07/18/ 10:27:13::850,266679,2.62
2023/07/18/ 10:27:13::876,266704,2.62
2023/07/18/ 10:27:13::900,266731,2.62
2023/07/18/ 10:27:13::923,266757,2.62
2023/07/18/ 10:27:13::947,266782,2.69
2023/07/18/ 10:27:13::970,266808,2.62
2023/07/18/ 10:27:13::993,266833,2.62
2023/07/18/ 10:27:14::030,266859,2.62
2023/07/18/ 10:27:14::056,266885,2.62
2023/07/18/ 10:27:14::080,266911,2.63
2023/07/18/ 10:27:14::103,266937,2.62
2023/07/18/ 10:27:14::126,266962,2.62
2023/07/18/ 10:27:14::149,266988,2.62
2023/07/18/ 10:27:14::172,267014,2.65
2023/07/18/ 10:27:14::197,267039,2.62
2023/07/18/ 10:27:14::244,267065,2.63
2023/07/18/ 10:27:14::266,267090,2.63
2023/07/18/ 10:27:14::288,267117,2.62
2023/07/18/ 10:27:14::314,267143,2.63
2023/07/18/ 10:27:14::338,267168,2.62
2023/07/18/ 10:27:14::360,267194,2.62
2023/07/18/ 10:27:14::383,267219,2.62
2023/07/18/ 10:27:14::427,267245,2.63
2023/07/18/ 10:27:14::448,267271,2.62
2023/07/18/ 10:27:14::470,267297,2.61
2023/07/18/ 10:27:14::493,267323,2.62
2023/07/18/ 10:27:14::514,267348,2.62
2023/07/18/ 10:27:14::537,267374,2.63
2023/07/18/ 10:27:14::560,267400,2.63
2023/07/18/ 10:27:14::605,267425,2.62
2023/07/18/ 10:27:14::627,267451,2.62
2023/07/18/ 10:27:14::649,267476,2.62
2023/07/18/ 10:27:14::672,267503,2.62
2023/07/18/ 10:27:14::694,267529,2.62
2023/07/18/ 10:27:14::716,267554,2.62
2023/07/18/ 10:27:14::738,267580,2.62
2023/07/18/ 10:27:14::777,267606,2.62
2023/07/18/ 10:27:14::803,267631,2.63
2023/07/18/ 10:27:14::828,267657,2.63
2023/07/18/ 10:27:14::851,267682,2.62
2023/07/18/ 10:27:14::874,267709,2.62
2023/07/18/ 10:27:14::898,267735,2.62
2023/07/18/ 10:27:14::920,267760,2.62
2023/07/18/ 10:27:14::965,267786,2.63
2023/07/18/ 10:27:14::987,267811,2.63
2023/07/18/ 10:27:15::010,267837,2.63
2023/07/18/ 10:27:15::031,267863,2.63
2023/07/18/ 10:27:15::057,267889,2.62
2023/07/18/ 10:27:15::081,267915,2.62
2023/07/18/ 10:27:15::102,267940,2.63
2023/07/18/ 10:27:15::125,267966,2.62
2023/07/18/ 10:27:15::171,267992,2.62
2023/07/18/ 10:27:15::194,268017,2.63
2023/07/18/ 10:27:15::217,268043,2.62
2023/07/18/ 10:27:15::240,268068,2.63
2023/07/18/ 10:27:15::263,268095,2.63
2023/07/18/ 10:27:15::286,268121,2.63
2023/07/18/ 10:27:15::309,268146,2.62
2023/07/18/ 10:27:15::331,268172,2.65
2023/07/18/ 10:27:15::369,268197,2.62
2023/07/18/ 10:27:15::394,268223,2.62
2023/07/18/ 10:27:15::416,268249,2.63
2023/07/18/ 10:27:15::439,268275,2.65
2023/07/18/ 10:27:15::461,268301,2.62
2023/07/18/ 10:27:15::484,268326,2.62
2023/07/18/ 10:27:15::519,268352,2.67
2023/07/18/ 10:27:15::543,268378,2.63
2023/07/18/ 10:27:15::566,268403,2.68
2023/07/18/ 10:27:15::589,268429,2.63
2023/07/18/ 10:27:15::633,268454,2.66
2023/07/18/ 10:27:15::655,268481,2.62
2023/07/18/ 10:27:15::677,268507,2.65
2023/07/18/ 10:27:15::700,268532,2.62
2023/07/18/ 10:27:15::722,268558,2.62
2023/07/18/ 10:27:15::744,268583,2.69
2023/07/18/ 10:27:15::767,268609,2.62
2023/07/18/ 10:27:15::814,268635,2.67
2023/07/18/ 10:27:15::837,268660,2.62
2023/07/18/ 10:27:15::859,268687,2.62
2023/07/18/ 10:27:15::882,268712,2.63
2023/07/18/ 10:27:15::904,268738,2.62
2023/07/18/ 10:27:15::927,268764,2.62
2023/07/18/ 10:27:15::949,268789,2.63
2023/07/18/ 10:27:15::994,268815,2.62
2023/07/18/ 10:27:16::016,268840,2.64
2023/07/18/ 10:27:16::042,268867,2.62
2023/07/18/ 10:27:16::068,268893,2.63
2023/07/18/ 10:27:16::092,268918,2.62
2023/07/18/ 10:27:16::114,268944,2.62
2023/07/18/ 10:27:16::137,268969,2.62
2023/07/18/ 10:27:16::159,268995,2.62
2023/07/18/ 10:27:16::181,269021,2.63
2023/07/18/ 10:27:16::203,269046,2.63
2023/07/18/ 10:27:16::241,269073,2.62
2023/07/18/ 10:27:16::269,269099,2.62
2023/07/18/ 10:27:16::293,269124,2.63
2023/07/18/ 10:27:16::316,269150,2.64
2023/07/18/ 10:27:16::339,269175,2.63
2023/07/18/ 10:27:16::362,269201,2.63
2023/07/18/ 10:27:16::384,269227,2.63
2023/07/18/ 10:27:16::421,269252,2.62
2023/07/18/ 10:27:16::447,269279,2.63
2023/07/18/ 10:27:16::470,269304,2.63
2023/07/18/ 10:27:16::493,269330,2.65
2023/07/18/ 10:27:16::516,269356,2.63
2023/07/18/ 10:27:16::539,269381,2.64
2023/07/18/ 10:27:16::576,269407,2.62
2023/07/18/ 10:27:16::601,269432,2.64
2023/07/18/ 10:27:16::625,269459,2.63
2023/07/18/ 10:27:16::647,269485,2.63
2023/07/18/ 10:27:16::670,269510,2.66
2023/07/18/ 10:27:16::692,269536,2.63
2023/07/18/ 10:27:16::728,269561,2.65
2023/07/18/ 10:27:16::752,269587,2.62
2023/07/18/ 10:27:16::776,269613,2.64
2023/07/18/ 10:27:16::800,269638,2.63
2023/07/18/ 10:27:16::822,269665,2.64
2023/07/18/ 10:27:16::860,269690,2.62
2023/07/18/ 10:27:16::886,269716,2.62
2023/07/18/ 10:27:16::909,269742,2.62
2023/07/18/ 10:27:16::933,269767,2.66
2023/07/18/ 10:27:16::956,269793,2.63
2023/07/18/ 10:27:16::979,269818,2.63
2023/07/18/ 10:27:17::002,269845,2.63
2023/07/18/ 10:27:17::027,269871,2.63
2023/07/18/ 10:27:17::066,269896,2.63
2023/07/18/ 10:27:17::095,269922,2.67
2023/07/18/ 10:27:17::120,269947,2.63
2023/07/18/ 10:27:17::143,269973,2.66
2023/07/18/ 10:27:17::167,269999,2.62
2023/07/18/ 10:27:17::191,270024,2.63
2023/07/18/ 10:27:17::214,270051,2.64
2023/07/18/ 10:27:17::238,270076,2.64
2023/07/18/ 10:27:17::260,270102,2.63
2023/07/18/ 10:27:17::307,270128,2.63
2023/07/18/ 10:27:17::330,270153,2.66
2023/07/18/ 10:27:17::353,270179,2.63
2023/07/18/ 10:27:17::376,270204,2.62
2023/07/18/ 10:27:17::398,270230,2.63
2023/07/18/ 10:27:17::422,270257,2.63
2023/07/18/ 10:27:17::445,270282,2.64
2023/07/18/ 10:27:17::469,270308,2.64
2023/07/18/ 10:27:17::492,270333,2.63
2023/07/18/ 10:27:17::533,270359,2.63
2023/07/18/ 10:27:17::556,270385,2.63
2023/07/18/ 10:27:17::584,270410,2.63
2023/07/18/ 10:27:17::607,270437,2.63
2023/07/18/ 10:27:17::629,270462,2.64
2023/07/18/ 10:27:17::652,270488,2.63
2023/07/18/ 10:27:17::674,270514,2.68
2023/07/18/ 10:27:17::697,270539,2.63
2023/07/18/ 10:27:17::719,270565,2.63
2023/07/18/ 10:27:17::756,270590,2.64
2023/07/18/ 10:27:17::783,270616,2.62
2023/07/18/ 10:27:17::808,270643,2.64
2023/07/18/ 10:27:17::832,270668,2.63
2023/07/18/ 10:27:17::855,270694,2.63
2023/07/18/ 10:27:17::878,270720,2.63
2023/07/18/ 10:27:17::901,270745,2.63
2023/07/18/ 10:27:17::946,270771,2.64
2023/07/18/ 10:27:17::969,270796,2.63
2023/07/18/ 10:27:17::991,270822,2.63
2023/07/18/ 10:27:18::014,270849,2.63
2023/07/18/ 10:27:18::038,270874,2.63
2023/07/18/ 10:27:18::062,270900,2.63
2023/07/18/ 10:27:18::084,270925,2.66
2023/07/18/ 10:27:18::130,270951,2.63
2023/07/18/ 10:27:18::153,270977,2.63
2023/07/18/ 10:27:18::176,271002,2.63
